area,scope,id,title,profile,status,detail,reviewedFrames,record,harness,reviewLedger,attemptCount,allReviewedFrames
chat,baseline,CHAT-036,dismiss tool suggestion list.,warm-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-036/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-036,dismiss tool suggestion list.,cold-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-036/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-036,dismiss tool suggestion list.,warm-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-036/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-037,select a caret suggestion with Enter; popup closes and token becomes chip.,cold-1440,reviewed,F06,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-037/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-037,select a caret suggestion with Enter; popup closes and token becomes chip.,warm-1440,reviewed,F06,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-037/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-037,select a caret suggestion with Enter; popup closes and token becomes chip.,cold-375,reviewed,F06,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-037/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-037,select a caret suggestion with Enter; popup closes and token becomes chip.,warm-375,reviewed,F06,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-037/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-038,open model dropdown. Drive button whose accessible label starts `Model:`. Evidence `src/shared/console/chat/models/index.tsx`.,cold-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-038/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-038,open model dropdown. Drive button whose accessible label starts `Model:`. Evidence `src/shared/console/chat/models/index.tsx`.,warm-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-038/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-038,open model dropdown. Drive button whose accessible label starts `Model:`. Evidence `src/shared/console/chat/models/index.tsx`.,cold-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-038/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-038,open model dropdown. Drive button whose accessible label starts `Model:`. Evidence `src/shared/console/chat/models/index.tsx`.,warm-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-038/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-039,close model dropdown with Escape.,cold-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-039/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-039,close model dropdown with Escape.,warm-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-039/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-039,close model dropdown with Escape.,cold-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-039/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-039,close model dropdown with Escape.,warm-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-039/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-040,open vendor submenu OpenAI.,cold-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-040/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-040,open vendor submenu OpenAI.,warm-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-040/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-040,open vendor submenu OpenAI.,cold-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-040/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-040,open vendor submenu OpenAI.,warm-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-040/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-041,open vendor submenu Anthropic.,cold-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-041/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-041,open vendor submenu Anthropic.,warm-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-041/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-041,open vendor submenu Anthropic.,cold-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-041/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-041,open vendor submenu Anthropic.,warm-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-041/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-042,open Reasoning submenu.,cold-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-042/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-042,open Reasoning submenu.,warm-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-042/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-042,open Reasoning submenu.,cold-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-042/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-042,open Reasoning submenu.,warm-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-042/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-043,"choose different recommended tier and allow selected label/icon to settle. Local state only in demo, persisted conversation model in production.",cold-1440,reviewed,F07,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-043/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-043,"choose different recommended tier and allow selected label/icon to settle. Local state only in demo, persisted conversation model in production.",warm-1440,reviewed,F07,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-043/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-043,"choose different recommended tier and allow selected label/icon to settle. Local state only in demo, persisted conversation model in production.",cold-375,reviewed,F07,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-043/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-043,"choose different recommended tier and allow selected label/icon to settle. Local state only in demo, persisted conversation model in production.",warm-375,reviewed,F07,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-043/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-044,choose a non-recommended model/effort and inspect longer trigger label.,cold-1440,reviewed,F07; F08,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-044/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-044,choose a non-recommended model/effort and inspect longer trigger label.,warm-1440,reviewed,F07,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-044/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-044,choose a non-recommended model/effort and inspect longer trigger label.,cold-375,reviewed,F07; F08,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-044/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-044,choose a non-recommended model/effort and inspect longer trigger label.,warm-375,reviewed,F07; F08,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-044/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-045,show context ring tooltip on hover/focus. Drive button label starting `Context:`. Evidence `src/shared/console/chat/context/index.tsx`.,cold-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-045/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-045,show context ring tooltip on hover/focus. Drive button label starting `Context:`. Evidence `src/shared/console/chat/context/index.tsx`.,warm-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-045/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-045,show context ring tooltip on hover/focus. Drive button label starting `Context:`. Evidence `src/shared/console/chat/context/index.tsx`.,cold-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-045/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-045,show context ring tooltip on hover/focus. Drive button label starting `Context:`. Evidence `src/shared/console/chat/context/index.tsx`.,warm-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-045/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-046,dismiss context ring tooltip.,cold-1440,reviewed,"P: authored tooltip exit, fixed content geometry",6,/Users/albin/Code/jori/dist/layout-hunt/before/chat-v3/CHAT-046/cold-1440/record.json,7bd0f4b7935def55b1b1686eb0ab475f9ae4ccc8f473d2069a9df9e40f7f6b21,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,2,12
chat,baseline,CHAT-046,dismiss context ring tooltip.,warm-1440,reviewed,"P: authored tooltip exit, fixed content geometry",6,/Users/albin/Code/jori/dist/layout-hunt/before/chat-v3/CHAT-046/warm-1440/record.json,7bd0f4b7935def55b1b1686eb0ab475f9ae4ccc8f473d2069a9df9e40f7f6b21,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,2,12
chat,baseline,CHAT-046,dismiss context ring tooltip.,cold-375,reviewed,"P: authored tooltip exit, fixed content geometry",6,/Users/albin/Code/jori/dist/layout-hunt/before/chat-v3/CHAT-046/cold-375/record.json,7bd0f4b7935def55b1b1686eb0ab475f9ae4ccc8f473d2069a9df9e40f7f6b21,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,2,12
chat,baseline,CHAT-046,dismiss context ring tooltip.,warm-375,reviewed,"P: authored tooltip exit, fixed content geometry",6,/Users/albin/Code/jori/dist/layout-hunt/before/chat-v3/CHAT-046/warm-375/record.json,7bd0f4b7935def55b1b1686eb0ab475f9ae4ccc8f473d2069a9df9e40f7f6b21,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,2,12
chat,baseline,CHAT-047,open context breakdown popover by clicking same button.,cold-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-047/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-047,open context breakdown popover by clicking same button.,warm-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-047/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-047,open context breakdown popover by clicking same button.,cold-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-047/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-047,open context breakdown popover by clicking same button.,warm-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-047/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-048,close context breakdown popover with Escape.,cold-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-048/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-048,close context breakdown popover with Escape.,warm-1440,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-048/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-048,close context breakdown popover with Escape.,cold-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-048/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-048,close context breakdown popover with Escape.,warm-375,reviewed,P,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-048/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-049,"send first message from home and observe navigation, pending/working row, reasoning, streamed markdown, stop control, settled reply. Drive composer then `Send message`. Evidence `src/landing/demo/pages/chat/stream.ts`, `src/shared/console/chat/thread/draft.tsx`, `src/shared/console/chat/thread/tail.tsx`.",cold-1440,incomplete (scope cut),"Q3; D: partial only, completion pending",6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-049/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-049,"send first message from home and observe navigation, pending/working row, reasoning, streamed markdown, stop control, settled reply. Drive composer then `Send message`. Evidence `src/landing/demo/pages/chat/stream.ts`, `src/shared/console/chat/thread/draft.tsx`, `src/shared/console/chat/thread/tail.tsx`.",warm-1440,reviewed,Q2; Q3; shell row insertion,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-049/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-049,"send first message from home and observe navigation, pending/working row, reasoning, streamed markdown, stop control, settled reply. Drive composer then `Send message`. Evidence `src/landing/demo/pages/chat/stream.ts`, `src/shared/console/chat/thread/draft.tsx`, `src/shared/console/chat/thread/tail.tsx`.",cold-375,incomplete (scope cut),"Q3; D: partial only, completion pending",6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-049/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-049,"send first message from home and observe navigation, pending/working row, reasoning, streamed markdown, stop control, settled reply. Drive composer then `Send message`. Evidence `src/landing/demo/pages/chat/stream.ts`, `src/shared/console/chat/thread/draft.tsx`, `src/shared/console/chat/thread/tail.tsx`.",warm-375,reviewed,F09; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-049/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-050,"send follow-up in existing populated conversation, observing preceding Next steps removal and scroll anchor.",cold-1440,reviewed,F09; Q2; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-050/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-050,"send follow-up in existing populated conversation, observing preceding Next steps removal and scroll anchor.",warm-1440,reviewed,F09; Q2; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-050/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-050,"send follow-up in existing populated conversation, observing preceding Next steps removal and scroll anchor.",cold-375,reviewed,F09; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-050/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-050,"send follow-up in existing populated conversation, observing preceding Next steps removal and scroll anchor.",warm-375,reviewed,F09; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-050/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-051,send a suggestion from home and observe home-to-thread transition. Drive suggestion `Which renewals are at risk?`.,cold-1440,incomplete (scope cut),"Q3; D: partial only, completion pending",6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-051/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-051,send a suggestion from home and observe home-to-thread transition. Drive suggestion `Which renewals are at risk?`.,warm-1440,reviewed,Q2; Q3; shell row insertion,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-051/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-051,send a suggestion from home and observe home-to-thread transition. Drive suggestion `Which renewals are at risk?`.,cold-375,incomplete (scope cut),"Q3; D: partial only, completion pending",6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-051/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-051,send a suggestion from home and observe home-to-thread transition. Drive suggestion `Which renewals are at risk?`.,warm-375,reviewed,F09; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-051/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-052,"choose reply Next steps chip, observing chip removal and new turn. Drive `Remind Harbor House`.",cold-1440,reviewed,F09; Q2; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-052/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-052,"choose reply Next steps chip, observing chip removal and new turn. Drive `Remind Harbor House`.",warm-1440,reviewed,F09; Q2; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-052/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-052,"choose reply Next steps chip, observing chip removal and new turn. Drive `Remind Harbor House`.",cold-375,reviewed,F09; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-052/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-052,"choose reply Next steps chip, observing chip removal and new turn. Drive `Remind Harbor House`.",warm-375,reviewed,F09; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-052/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-053,expand Working log during pending/streaming. Drive button `Working`. Evidence `src/shared/console/chat/working.tsx`.,cold-1440,reviewed,F11; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-053/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-053,expand Working log during pending/streaming. Drive button `Working`. Evidence `src/shared/console/chat/working.tsx`.,warm-1440,reviewed,F11; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-053/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-053,expand Working log during pending/streaming. Drive button `Working`. Evidence `src/shared/console/chat/working.tsx`.,cold-375,reviewed,F11; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-053/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-053,expand Working log during pending/streaming. Drive button `Working`. Evidence `src/shared/console/chat/working.tsx`.,warm-375,reviewed,F11; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-053/warm-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-054,collapse Working log during pending/streaming.,cold-1440,reviewed,F11; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-054/cold-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-054,collapse Working log during pending/streaming.,warm-1440,reviewed,F11; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-054/warm-1440/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
chat,baseline,CHAT-054,collapse Working log during pending/streaming.,cold-375,reviewed,F11; Q3,6,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-054/cold-375/record.json,44d5b4a7890645215feac57673ab0b4509c2382eb8ffb5f393aafba2d49e170c,/Users/albin/Code/jori/dist/layout-hunt/chat-coverage.json,1,6
