cause,originalCause,status,item,profile,timeAfterActionMs,review,before,after,record,detailedTrace
Q1,Q1,question,shell-header-focus-in,warm-1440,,"Q1 explicitly authored hover/focus title padding: nav124.16→136.16px (reverse on exit), text ±6px. Existing body fixed; zero scroll. All seven changed nodes belong to material breadcrumb.",,,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-focus-in/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-header-focus-in,warm-375,,"Q1 explicitly authored hover/focus title padding: nav124.16→136.16px (reverse on exit), text ±6px. Existing body fixed; zero scroll. All seven changed nodes belong to material breadcrumb.",,,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-focus-in/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-header-focus-out,cold-1440,,"Q1 explicitly authored hover/focus title padding: nav124.16→136.16px (reverse on exit), text ±6px. Existing body fixed; zero scroll. All seven changed nodes belong to material breadcrumb.",,,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-focus-out/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-header-focus-out,cold-375,,"Q1 explicitly authored hover/focus title padding: nav124.16→136.16px (reverse on exit), text ±6px. Existing body fixed; zero scroll. All seven changed nodes belong to material breadcrumb.",,,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-focus-out/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-header-focus-out,warm-1440,,"Q1 explicitly authored hover/focus title padding: nav124.16→136.16px (reverse on exit), text ±6px. Existing body fixed; zero scroll. All seven changed nodes belong to material breadcrumb.",,,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-focus-out/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-header-focus-out,warm-375,,"Q1 explicitly authored hover/focus title padding: nav124.16→136.16px (reverse on exit), text ±6px. Existing body fixed; zero scroll. All seven changed nodes belong to material breadcrumb.",,,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-focus-out/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-header-hover-in,cold-1440,198,"Q1 explicitly authored hover/focus title padding: nav124.16→136.16px (reverse on exit), text ±6px. Existing body fixed; zero scroll. All seven changed nodes belong to material breadcrumb.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-in/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-in/cold-1440/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-in/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-header-hover-in,cold-375,251,"Q1 explicitly authored hover/focus title padding: nav124.16→136.16px (reverse on exit), text ±6px. Existing body fixed; zero scroll. All seven changed nodes belong to material breadcrumb.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-in/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-in/cold-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-in/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-header-hover-in,warm-1440,137,"Q1 explicitly authored hover/focus title padding: nav124.16→136.16px (reverse on exit), text ±6px. Existing body fixed; zero scroll. All seven changed nodes belong to material breadcrumb.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-in/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-in/warm-1440/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-in/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-header-hover-in,warm-375,163,"Q1 explicitly authored hover/focus title padding: nav124.16→136.16px (reverse on exit), text ±6px. Existing body fixed; zero scroll. All seven changed nodes belong to material breadcrumb.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-in/warm-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-in/warm-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-in/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-header-hover-out,cold-1440,,"Q1 explicitly authored hover/focus title padding: nav124.16→136.16px (reverse on exit), text ±6px. Existing body fixed; zero scroll. All seven changed nodes belong to material breadcrumb.",,,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-out/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-header-hover-out,cold-375,151,"Q1 explicitly authored hover/focus title padding: nav124.16→136.16px (reverse on exit), text ±6px. Existing body fixed; zero scroll. All seven changed nodes belong to material breadcrumb.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-out/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-out/cold-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-out/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-header-hover-out,warm-1440,,"Q1 explicitly authored hover/focus title padding: nav124.16→136.16px (reverse on exit), text ±6px. Existing body fixed; zero scroll. All seven changed nodes belong to material breadcrumb.",,,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-out/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-header-hover-out,warm-375,,"Q1 explicitly authored hover/focus title padding: nav124.16→136.16px (reverse on exit), text ±6px. Existing body fixed; zero scroll. All seven changed nodes belong to material breadcrumb.",,,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-header-hover-out/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-material-menu-open,cold-1440,543,"Q1 explicit material title padding expands12px, text+6px; requested dropdown scale/fade. Retained body fixed; zero scroll. Cold1440 one recent-input native entry at543ms.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-material-menu-open/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-material-menu-open/cold-1440/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-material-menu-open/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-material-menu-open,cold-375,,"Q1 explicit material title padding expands12px, text+6px; requested dropdown scale/fade. Retained body fixed; zero scroll. Cold1440 one recent-input native entry at543ms.",,,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-material-menu-open/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-material-menu-open,warm-1440,,"Q1 explicit material title padding expands12px, text+6px; requested dropdown scale/fade. Retained body fixed; zero scroll. Cold1440 one recent-input native entry at543ms.",,,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-material-menu-open/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q1,Q1,question,shell-material-menu-open,warm-375,,"Q1 explicit material title padding expands12px, text+6px; requested dropdown scale/fade. Retained body fixed; zero scroll. Cold1440 one recent-input native entry at543ms.",,,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-material-menu-open/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q2,Q2,question,shell-desktop-sidebar-close,cold-1440,"151,248,361,381,396,414,431,556",Q2 explicit requested sidebar width/group collapse. All native entries recent-input; content follows width. No scroll. Mobile control excluded by breakpoint design.,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-desktop-sidebar-close/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-desktop-sidebar-close/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-desktop-sidebar-close/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q2,Q2,question,shell-desktop-sidebar-close,warm-1440,"57,118,148,151,168,185,201,218,235,251,268,284,301,350",Q2 explicit requested sidebar width/group collapse. All native entries recent-input; content follows width. No scroll. Mobile control excluded by breakpoint design.,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-desktop-sidebar-close/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-desktop-sidebar-close/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-desktop-sidebar-close/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q2,Q2,question,shell-desktop-sidebar-open,cold-1440,"118,146,252,278,290,309,326",Q2 explicit requested sidebar width and group-height animation. All native entries recent-input; content follows width. No scroll. Mobile control excluded by breakpoint design.,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-desktop-sidebar-open/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-desktop-sidebar-open/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-desktop-sidebar-open/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q2,Q2,question,shell-desktop-sidebar-open,warm-1440,"36,59,75,92,110,125,142,159,176,192,210,226,243",Q2 explicit requested sidebar width and group-height animation. All native entries recent-input; content follows width. No scroll. Mobile control excluded by breakpoint design.,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-desktop-sidebar-open/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-desktop-sidebar-open/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-desktop-sidebar-open/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q2,Q2,question,shell-sidebar-chats-close,cold-1440,"389,472,570,573","Q2 explicitly requested group height animation; retained subsequent sidebar groups follow, main body fixed. All native entries recent-input; zero scroll.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-chats-close/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-chats-close/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-chats-close/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q2,Q2,question,shell-sidebar-chats-close,warm-1440,"196,206,223,239,257,356,357","Q2 explicitly requested group height animation; retained subsequent sidebar groups follow, main body fixed. All native entries recent-input; zero scroll.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-chats-close/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-chats-close/warm-1440/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-chats-close/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q2,Q2,question,shell-sidebar-chats-open,cold-1440,"181,196,213,291","Q2 explicitly requested group height animation; retained subsequent sidebar groups follow, main body fixed. All native entries recent-input; zero scroll.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-chats-open/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-chats-open/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-chats-open/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q2,Q2,question,shell-sidebar-chats-open,warm-1440,"76,105,122,139,155","Q2 explicitly requested group height animation; retained subsequent sidebar groups follow, main body fixed. All native entries recent-input; zero scroll.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-chats-open/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-chats-open/warm-1440/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-chats-open/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q2,Q2,question,shell-sidebar-resources-close,cold-1440,"343,358,378,392,475,492,508,523,527","Q2 explicitly requested group height animation; retained subsequent sidebar groups follow, main body fixed. All native entries recent-input; zero scroll.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-resources-close/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-resources-close/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-resources-close/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q2,Q2,question,shell-sidebar-resources-close,warm-1440,"280,296,312,353,361,379,396,413,429,446,462,464","Q2 explicitly requested group height animation; retained subsequent sidebar groups follow, main body fixed. All native entries recent-input; zero scroll.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-resources-close/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-resources-close/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-resources-close/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q2,Q2,question,shell-sidebar-resources-open,cold-1440,"90,92,109,126,142,159,176,192,210","Q2 explicitly requested group height animation; retained subsequent sidebar groups follow, main body fixed. All native entries recent-input; zero scroll.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-resources-open/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-resources-open/cold-1440/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-resources-open/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q2,Q2,question,shell-sidebar-resources-open,warm-1440,"73,74,85,100,117,134,150,167,184,200,217","Q2 explicitly requested group height animation; retained subsequent sidebar groups follow, main body fixed. All native entries recent-input; zero scroll.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-resources-open/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-resources-open/warm-1440/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-sidebar-resources-open/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q4,Q4,question,shell-live-usage-30-to-7,cold-1440,404,"SF10 visible usage details disappear/reappear during range query, 25.5px desktop/51px mobile band shrink/growth. Stats nodes also remount on placeholder replacement; retained bottom labels move. Range select label width129.13 to120.09px shifts calendar icon9.03px; zero scroll.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-30-to-7/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-30-to-7/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-30-to-7/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q4,Q4,question,shell-live-usage-30-to-7,cold-375,419,"SF10 visible usage details disappear/reappear during range query, 25.5px desktop/51px mobile band shrink/growth. Stats nodes also remount on placeholder replacement; retained bottom labels move. Range select label width129.13 to120.09px shifts calendar icon9.03px; zero scroll.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-30-to-7/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-30-to-7/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-30-to-7/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q4,Q4,question,shell-live-usage-30-to-7,warm-1440,158,"SF10 visible usage details disappear/reappear during range query, 25.5px desktop/51px mobile band shrink/growth. Stats nodes also remount on placeholder replacement; retained bottom labels move. Range select label width129.13 to120.09px shifts calendar icon9.03px; zero scroll.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-30-to-7/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-30-to-7/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-30-to-7/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q4,Q4,question,shell-live-usage-30-to-7,warm-375,127,"SF10 visible usage details disappear/reappear during range query, 25.5px desktop/51px mobile band shrink/growth. Stats nodes also remount on placeholder replacement; retained bottom labels move. Range select label width129.13 to120.09px shifts calendar icon9.03px; zero scroll.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-30-to-7/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-30-to-7/warm-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-30-to-7/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q4,Q4,question,shell-live-usage-7-to-30,cold-1440,333,"SF10 visible usage details disappear/reappear during range query, 25.5px desktop/51px mobile band shrink/growth. Stats nodes also remount on placeholder replacement; retained bottom labels move. Range select label width129.13 to120.09px shifts calendar icon9.03px; zero scroll.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-7-to-30/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-7-to-30/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-7-to-30/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q4,Q4,question,shell-live-usage-7-to-30,cold-375,355,"SF10 visible usage details disappear/reappear during range query, 25.5px desktop/51px mobile band shrink/growth. Stats nodes also remount on placeholder replacement; retained bottom labels move. Range select label width129.13 to120.09px shifts calendar icon9.03px; zero scroll.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-7-to-30/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-7-to-30/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-7-to-30/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q4,Q4,question,shell-live-usage-7-to-30,warm-1440,138,"SF10 visible usage details disappear/reappear during range query, 25.5px desktop/51px mobile band shrink/growth. Stats nodes also remount on placeholder replacement; retained bottom labels move. Range select label width129.13 to120.09px shifts calendar icon9.03px; zero scroll.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-7-to-30/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-7-to-30/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-7-to-30/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
Q4,Q4,question,shell-live-usage-7-to-30,warm-375,220,"SF10 visible usage details disappear/reappear during range query, 25.5px desktop/51px mobile band shrink/growth. Stats nodes also remount on placeholder replacement; retained bottom labels move. Range select label width129.13 to120.09px shifts calendar icon9.03px; zero scroll.",/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-7-to-30/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-7-to-30/warm-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/shell-resume/shell-live-usage-7-to-30/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/SHELL_CAUSES.json
CHAT-F01,CHAT-F01,confirmed,CHAT-011,cold-1440,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-011/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-011/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-011/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-011,cold-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-011/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-011/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-011/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-011,warm-1440,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-011/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-011/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-011/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-011,warm-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-011/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-011/warm-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-011/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-012,cold-1440,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-012/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-012/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-012/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-012,cold-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-012/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-012/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-012/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-012,warm-1440,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-012/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-012/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-012/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-012,warm-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-012/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-012/warm-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-012/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-013,cold-1440,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-013/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-013/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-013/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-013,cold-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-013/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-013/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-013/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-013,warm-1440,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-013/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-013/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-013/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-013,warm-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-013/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-013/warm-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-013/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-014,cold-1440,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-014/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-014/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-014/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-014,cold-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-014/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-014/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-014/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-014,warm-1440,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-014/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-014/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-014/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-014,warm-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-014/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-014/warm-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-014/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-015,cold-1440,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-015/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-015/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-015/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F01,CHAT-F01,confirmed,CHAT-015,cold-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-015/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-015/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-015/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
